22,76db02fba2a5a04db000000,34ecf9d6cf593a8f3859c00001
23,9a5f6185a224bb7ea000000,34ed5461ddd6ac0ff1ee400001
24,9eb71c979fd89b0be000000,34edcfd8e6a6ddd336bdc00001
25,992efa7da8de25e73000000,34ee4ec515b818f95299c00001
26,9bdf315808f82a327000000,34ce920faf17d10ec5a5800001
27,d0093251aa5373ab8000000,34cef650c8421fadacab800001
28,e0a1989f8f42d3199000000,34d2c0e349caa4e0d85c300001
29,d4cace718f6dca094000000,34d374a03c4b67706c06700001
30,db5ba32e48e868373000000,34d41f285049dcf34eb8700001
31,d971f24dfaae82b2e000000,34d4ce9a3c53e6896302f00001
